Título,URL,Procesado,Nota,Votos,Año,Reparto,Director,Compañías,Coproducción,Géneros,Premios,Presupuesto,Ingresos,Protagonistas
El monte de las brujas,https://www.filmaffinity.com/es/film703584.html,Sí,4.7,113.0,1972-01-01,"['Patty Shepard', 'Cihangir Gaffari', 'Mónica Randall', 'Guillermo Bredeston', 'Soledad Silveyra']",['Raúl Artigot'],['Azor Films'],[],"['Terror', 'Brujería']",[],0.0,0.0,Patty Shepard
Trampa para Catalina,https://www.filmaffinity.com/es/film555019.html,Sí,4.7,131.0,1961-01-01,"['Concha Velasco', 'Antonio Ozores', 'Manolo Gómez Bur', 'Trini Alonso', 'José María Mompín', 'Enrique Avila']",['Pedro Lazaga'],['Época Films S.A'],[],['Comedia'],[],0.0,0.0,Concha Velasco
La maldita primavera,https://www.filmaffinity.com/es/film910767.html,Sí,4.7,143.0,2017-01-01,"['Óscar Huerta', 'Sònia Montoya', 'Beatriz Escribano', 'Adrià Arbona', 'Marc Ferrer', 'Mónica Coronado', 'Júlia Fandos', 'Sofía Ballesteros', 'Julia Betrián', 'Gema Arquero', 'Zaida Carmona', 'Juan Carlos Barea', 'Alba Barneda']",['Marc Ferrer'],['Películas inmundas'],[],"['Comedia', 'Musical', 'Fantástico', 'Extraterrestres', 'Homosexualidad']",[],0.0,0.0,Óscar Huerta
Estoy en crisis,https://www.filmaffinity.com/es/film264796.html,Sí,4.7,419.0,1982-01-01,"['José Sacristán', 'Cristina Marsillach', 'Mercedes Sampietro', 'Marta Fernández-Muro', 'Enrique San Francisco', 'Antonio Resines', 'Miguel Rellán', 'Luis Ciges']",['Fernando Colomo'],"['C.B. Films Producción S.A', 'Ágata Films']",[],['Comedia'],[],0.0,591902.0,José Sacristán
Intruso,https://www.filmaffinity.com/es/film354331.html,Sí,4.7,910.0,1993-01-01,"['Victoria Abril', 'Imanol Arias', 'Antonio Valero', 'Alicia Rozas', 'Carlos Moreno', 'Naim Thomas', 'Rebeca Roizo', 'Alicia Agut']",['Vicente Aranda'],['Pedro Costa'],[],"['Intriga', 'Drama']",['1993: Premios Goya: 5 nominaciones incluyendo Mejor película'],0.0,0.0,Victoria Abril
Los reyes magos,https://www.filmaffinity.com/es/film672295.html,Sí,4.7,970.0,2003-01-01,"['Juan Echanove', 'José Coronado', 'Imanol Arias', 'Javier Gurruchaga', 'José Luis Angulo', 'Iñaki Gabilondo', 'David Robles', 'Mar Bordallo', 'José Sancho', 'José Luis Gil', 'Mercedes Cepeda', 'Pedro Tena', 'Ricardo Gómez', 'Jon Arias']",['Antonio Navarro'],"['Animagicstudio', 'Grupo Carrere', 'Telemadrid']",[],"['Animación', 'Infantil', 'Navidad']",['2003: Premios Goya: Nominada a mejor película de animación'],0.0,0.0,Juan Echanove
Cómo ser mujer y no morir en el intento,https://www.filmaffinity.com/es/film790670.html,Sí,4.7,1488.0,1991-01-01,"['Carmen Maura', 'Antonio Resines', 'Tina Sáinz', 'Carmen Conesa', 'Juanjo Puigcorbé', 'Juan Diego Botto', 'Víctor García León', 'Miguel Rellán']",['Ana Belén'],"['Atrium Productions', 'Idea', 'Iberoamericana', 'RTVE']",[],['Comedia'],['1991: Premios Goya: 2 nominaciones: mejor guión y mejor dirección novel'],0.0,0.0,Carmen Maura
Como Dios manda,https://www.filmaffinity.com/es/film674906.html,Sí,4.7,2000.0,2023-01-01,"['Leo Harlem', 'María Morales', 'Daniel Pérez Prada', 'Stéphanie Magnin', 'Maribel Salas', 'Santi Ugalde', 'Julián Villagrán', 'Mariola Fuentes', 'Marieta Sánchez', 'David Fernández', 'Pablo Gomez Pando', 'Aitziber Garmendia', 'Pepín Tré']",['Paz Jiménez'],"['Atresmedia Cine', 'Como Dios Manda', 'Áralan Films']",[],['Comedia'],['2023: Festival de Málaga: Sección oficial (fuera de concurso)'],0.0,0.0,Leo Harlem
Tin & Tina,https://www.filmaffinity.com/es/film285872.html,Sí,4.7,2712.0,2023-01-01,"['Milena Smit', 'Jaime Lorente', 'Carlos González Morollón', 'Anastasia Russo', 'Teresa Rabal', 'Ruth Gabriel', 'Ana Blanco de Córdova', 'Luis Pérezagua', 'Enara Prieto']",['Rubin Stein'],"['La Claqueta PC', 'Filmgate Miami', 'Andarams Films']",['España-Estados'],"['Thriller', 'Intriga', 'Terror', 'Adopción', 'Religión']",[],0.0,0.0,Milena Smit
"Thi Mai, rumbo a Vietnam",https://www.filmaffinity.com/es/film822305.html,Sí,4.7,5719.0,2018-01-01,"['Carmen Machi', 'Adriana Ozores', 'Aitana Sánchez-Gijón', 'Dani Rovira', 'Pedro Casablanc', 'Eric Nguyen', 'Alberto Jo Lee', 'Pedro Miguel Martínez']",['Patricia Ferreira'],"['Amor en Vietnam', 'Atresmedia Cine', 'Levinver']",[],"['Comedia', 'Drama', 'Adopción']",[],0.0,0.0,Carmen Machi
Esperpentos,https://www.filmaffinity.com/es/film564663.html,Sí,4.7,112.0,2008-01-01,"['Juan Diego', 'Juan Luis Galiardo', 'Adriana Ozores', 'María Pujalte', 'Lara Grube', 'Antonio Dechent', 'Pilar Bardem', 'Paco Tous', 'Pepón Nieto', 'Magüi Mira', 'Manuel Morón', 'Pepe Quero', 'Sebastián Haro']",['José Luis García Sánchez'],"['El Terrat', 'Gonafilm', 'RTVE']",[],['Comedia'],[],0.0,0.0,Juan Diego
La mansión de la niebla,https://www.filmaffinity.com/es/film771254.html,Sí,4.7,151.0,1972-01-01,"['Ida Galli', 'Analía Gadé', 'Lisa Leonardi', 'Andrés Resino', 'Franco Fantasia', 'Alberto Dalbés', 'Yelena Samarina', 'George Rigaud', 'Ingrid Garbo', 'Eduardo Fajardo', 'Jose Luis Velasco', 'Saturno Cerra']",['Francisco Lara Polop'],"['Mundial Film', 'Tritone Cinematografica']",['España-Italia'],"['Terror', 'Fantasmas']",[],0.0,0.0,Ida Galli
En temporada baja,https://www.filmaffinity.com/es/film749417.html,Sí,4.7,204.0,2022-01-01,"['Antonio Resines', 'Edu Soto', 'Coque Malla', 'Fele Martínez', 'Ana Milán', 'Nacho Fresneda', 'Marta Belenguer']",['David Marqués'],['TV On'],[],['Comedia'],[],500000.0,0.0,Antonio Resines
Nuevo en esta plaza,https://www.filmaffinity.com/es/film868691.html,Sí,4.7,284.0,1966-01-01,"['Sebastián Palomo Linares', 'Julia Gutiérrez Caba', 'José Bódalo', 'Alfredo Landa', 'Manuel Zarzo', 'Cristina Galbó', 'Gracita Morales', 'Andrés Mejuto', 'Manolo Gómez Bur', 'José Calvo', 'Agustín González', 'Pablo Lozano', 'Carlos Romero Marchent']",['Pedro Lazaga'],['Pedro Masó'],[],"['Comedia', 'Drama', 'Toros', 'Biográfico']",[],0.0,0.0,Sebastián Palomo Linares
Venta por pisos,https://www.filmaffinity.com/es/film877459.html,Sí,4.7,396.0,1972-01-01,"['Concha Velasco', 'José Luis López Vázquez', 'María Asquerino', 'Antonio Ozores', 'Laly Soldevila', 'Pedro Osinaga', 'Fernanda Hurtado', 'María Kosty', 'Manolo Otero', 'María Isbert', 'Álvaro de Luna']",['Mariano Ozores'],['Producciones Internacionales Cinematográficas Asociadas'],[],['Comedia'],[],0.0,0.0,Concha Velasco
Los subdesarrollados,https://www.filmaffinity.com/es/film738001.html,Sí,4.7,458.0,1968-01-01,"['Tony Leblanc', 'Alfredo Landa', 'Laura Valenzuela', 'Lina Morgan', 'Manolo Gómez Bur', 'María Silva', 'Luchy Soto', 'Erasmo Pascual', 'Marisol González']",['Fernando Merino'],['Ágata Films'],[],"['Comedia', 'Celos']",[],0.0,0.0,Tony Leblanc
La fierecilla domada,https://www.filmaffinity.com/es/film691893.html,Sí,4.7,479.0,1956-01-01,"['Carmen Sevilla', 'Alberto Closas', 'Claudine Dupuis', 'Raymond Cordy', 'Manolo Gómez Bur', 'Jacques Dynam', 'Luis Sánchez Polack', 'Joaquín Portillo', 'Carlos Mendy', 'Raoul Billerey', 'Manuel Guitián', 'Gianni Musy', 'María Luisa Moneró']",['Antonio Román'],"['Producciones Benito Perojo', 'Vascos Films']",['España-Francia'],['Comedia'],[],0.0,0.0,Carmen Sevilla
El ataque de los muertos sin ojos,https://www.filmaffinity.com/es/film457102.html,Sí,4.7,743.0,1973-01-01,"['Tony Kendall', 'Fernando Sancho', 'Esperanza Roy', 'Frank Braña', 'José Canalejas', 'Loreta Tovar', 'Ramón Lillo', 'Lone Fleming']",['Amando de Ossorio'],['Ancla Century Films'],[],"['Terror', 'Secuela', 'Zombis', 'Serie B']",[],0.0,0.0,Tony Kendall
¿Dónde vas triste de ti?,https://www.filmaffinity.com/es/film647209.html,Sí,4.7,804.0,1960-01-01,"['Vicente Parra', 'Marga López', 'José Marco Davó', 'Tomás Blanco', 'María Fernanda Ladrón de Guevara', 'Marta Padován', 'Ana María Custodio', 'Francisco Arias', 'Rafael Bardem', 'Rosita Yarza', 'Mario Morales', 'María Dolores Cabo', 'Antonio Jiménez Escribano']",['Alfonso Balcázar'],['Producciones Balcázar'],[],"['Drama', 'Histórico', 'Siglo XIX', 'Secuela']",[],0.0,0.0,Vicente Parra
Las que tienen que servir,https://www.filmaffinity.com/es/film250195.html,Sí,4.7,1345.0,1967-01-01,"['Concha Velasco', 'Amparo Soler Leal', 'Laura Valenzuela', 'Manolo Gómez Bur', 'Alfredo Landa', 'José Sazatornil', 'Margot Cottens', 'Lina Morgan', 'Florinda Chico', 'Charles Stalmaker', 'Álvaro de Luna']",['José María Forqué'],['Ágata Films'],[],['Comedia'],[],0.0,0.0,Concha Velasco
¡Cómo está el servicio!,https://www.filmaffinity.com/es/film454755.html,Sí,4.7,1923.0,1968-01-01,"['Gracita Morales', 'José Luis López Vázquez', 'Irene Gutiérrez Caba', 'Antonio Ferrandis', 'José Sacristán', 'José Alfayate', 'Margot Cottens', 'Mary Begoña', 'Marisol Ayuso', 'María Isbert', 'Ingrid Spaey']",['Mariano Ozores'],"['Filmayer Producción', 'P.E.F.S.A']",[],['Comedia'],[],0.0,0.0,Gracita Morales
Lobo feroz,https://www.filmaffinity.com/es/film526907.html,Sí,4.7,2437.0,2023-01-01,"['Javier Gutiérrez', 'Adriana Ugarte', 'Rubén Ochandiano', 'Juana Acosta', 'Antonio Dechent', 'Fernando Tejero', 'Manuel Vega', 'Luna Fulgencio', 'Elena Martínez', 'José Chaves', 'María Alfonsa Rosso', 'Ingrid Palomares', 'Ignacio Herráez']",['Gustavo Hernández'],"['Bowfinger International Pictures', 'Amiguetes Entertainment', 'Basque Films', 'Esto También Pasará', 'Mother Superior', 'Netflix']",[],"['Thriller', 'Drama', 'Terror', 'Remake', 'Policíaco', 'Asesinos en serie', 'Venganza']",[],0.0,0.0,Javier Gutiérrez
Malaventura,https://www.filmaffinity.com/es/film761996.html,Sí,4.7,132.0,1988-01-01,"['Micky Molina', 'Richard Lintern', 'Icíar Bollaín', 'José Luis Borau', 'Francisco Merino', 'Cristina Higueras', 'Daniel Martín', 'Manuel de Blas', 'Antonio Dechent']",['Manuel Gutiérrez Aragón'],['Luis Megino'],[],['Drama'],['1988: Premios Goya: Nominada a Mejor fotografía'],0.0,0.0,Micky Molina
Maniac tales. Relatos inquietantes,https://www.filmaffinity.com/es/film539821.html,No,4.7,136.0,2016-01-01,"['Enrique Arce', 'Carlos Reig-Plaza', 'Minnie Marx', 'Mark Schardan', 'Alicia Montesquiu', 'Rolando Raimjanov', 'Mercedes León', 'Almar G. Sato', 'Pablo Capuz', 'Pau Zeiss', 'Marina Botí', 'Andrea Mesa', 'Olivier García']",['Denise Castro'],['Kandale Films'],[],"['Terror', 'Intriga', 'Thriller', 'Película de episodios']",['2017: Festival de Málaga: Sección Oficial Largometrajes (Fuera de concurso)'],,,Enrique Arce
Una muchachita de Valladolid,https://www.filmaffinity.com/es/film471115.html,Sí,4.7,236.0,1958-01-01,"['Alberto Closas', 'Analía Gadé', 'Lina Rosales', 'Alfredo Mayo', 'José Luis López Vázquez', 'Vicky Lagos', 'Isabel Pallarés', 'Roberto Rey', 'Fernando Nogueras', 'Roberto Camardiel', 'Aníbal Vela', 'Emma Picó', 'Margarita Larrea', 'Juan Cazalilla', 'Mario Moreno']",['Luis César Amadori'],['Día P.C'],[],"['Comedia', 'Drama']",[],0.0,0.0,Alberto Closas
Stella Cadente (Estrella fugaz),https://www.filmaffinity.com/es/film503698.html,Sí,4.7,570.0,2014-01-01,"['Àlex Brendemühl', 'Lola Dueñas', 'Lorenzo Balducci', 'Bárbara Lennie', 'Àlex Batllori', 'Francesc Garrido', 'Gonzalo Cunill', 'Francesc Orella', 'Jimmy Gimferrer']",['Lluís Miñarro'],['Eddie Saeta S.A'],[],"['Drama', 'Siglo XIX', 'Histórico']","['2014: Festival de Rotterdam: Sección oficial largometrajes a concurso', '2014: Premios Fénix: 2 nominaciones incluyendo Mejor actor (Àlex Brendemühl)', '2014: 2 Premios Gaudí: Mejor dirección artística y vestuario. 13 nominaciones']",0.0,0.0,Àlex Brendemühl
Las cosas del querer II,https://www.filmaffinity.com/es/film397367.html,No,4.7,692.0,1994-01-01,"['Ángela Molina', 'Manuel Bandera', 'Susú Pecoraro', 'Antonio Valero', 'Darío Grandinetti', 'Amparo Baró', 'Anabel Alonso']",['Jaime Chávarri'],"['Lince Films', 'Atrium Productions', 'Argentina Sono Film S.A.C.I', 'RTVE', 'Telefé', 'Lince Films']",['España-Argentina'],"['Drama', 'Secuela']",[],,,Ángela Molina
Como todas las mañanas,https://www.filmaffinity.com/es/film358416.html,Sí,4.7,1036.0,2013-01-01,"['Berto Romero', 'Dani Mateo', 'Elena Ballesteros', 'Félix Maestro', 'Rodo Gener', 'Salvador Olivia', 'Joan Bibiloni', 'Didac Alcaraz', 'Josep María Ranventós']",['Toni Nievas'],['39 Escalones'],[],"['Comedia', 'Sketches']",[],0.0,0.0,Berto Romero
Yucatán,https://www.filmaffinity.com/es/film557244.html,Sí,4.7,5026.0,2018-01-01,"['Luis Tosar', 'Rodrigo de la Serna', 'Joan Pera', 'Stephanie Cayo', 'Jorge Asín', 'Agustín Jiménez', 'Toni Acosta', 'Adrián Núñez', 'Gloria Muñoz', 'Txell Aixendri', 'Alicia Fernández', 'Leticia Etala', 'Xavi Lite']",['Daniel Monzón'],"['Ikiru Films', 'Telecinco Cinema']",[],"['Comedia', 'Comedia negra']",['2018: Premios Gaudí: Nominada a mejor dirección de producción'],0.0,0.0,Luis Tosar
Lo bueno de llorar,https://www.filmaffinity.com/es/film121718.html,Sí,4.7,150.0,2007-01-01,"['Àlex Brendemühl', ""Vicenta N'Dongo"", 'Alfonso Bayard', 'Paul Berrondo', 'Elena Corredera', 'Biel Durán', 'Toni González', 'Andrés Herrera', 'Nora Navas', 'Bruto Pomeroy', 'Eloi Yebra']",['Matías Bize'],['M.O.M. Produccions'],[],['Drama'],[],0.0,0.0,Àlex Brendemühl
Stranded (Náufragos),https://www.filmaffinity.com/es/film922769.html,Sí,4.7,988.0,2001-01-01,"['Vincent Gallo', 'María de Medeiros', 'Joaquim de Almeida', 'Luna', 'Danel Aser', 'José Sancho', 'Johnny Ramone']",['Luna'],"['Dolores Pictures', 'Niggeman Indiefilm', 'Guerrilla Films', 'Vía Digital', 'Antena 3 Televisión', 'Seven Islands Film']",[],"['Ciencia ficción', 'Intriga', 'Aventura espacial']",[],4000000.0,0.0,Vincent Gallo
Sexykiller,https://www.filmaffinity.com/es/film396070.html,Sí,4.7,3344.0,2008-01-01,"['Macarena Gómez', 'César Camino', 'Javier Ambrossi', 'Alejo Sauras', 'Paco León', 'Ramón Langa', 'Ángel de Andrés López', 'Javier Botet', 'Fernando Ramallo', 'Jimmy Barnatan', 'Maria Lanau', 'Juan Carlos Vellido', 'Luciano Federico']",['Miguel Martí'],['Ensueño Films'],[],"['Thriller', 'Comedia', 'Terror', 'Zombis', 'Gore', 'Comedia negra', 'Comedia de terror']",['2008: Festival de Sitges: Sección oficial largometrajes a concurso'],0.0,0.0,Macarena Gómez
El faro,https://www.filmaffinity.com/es/film529726.html,Sí,4.7,107.0,1998-01-01,"['Cristina Brondo', 'Sílvia Munt', 'Mathieu Carrière', 'Tomás Penco', 'Joan Dalmau']",['Manuel Balaguer'],['Octubre Producciones S.A'],[],['Drama'],[],0.0,0.0,Cristina Brondo
No encontré rosas para mi madre,https://www.filmaffinity.com/es/film322220.html,Sí,4.7,110.0,1973-01-01,"['Gina Lollobrigida', 'Danielle Darrieux', 'Concha Velasco', 'Susan Hampshire', 'Renaud Verley', 'Maribel Martín', 'Javier Loyola', 'Giacomo Rossi-Stuart', 'Hugo Blanco', 'Eduardo Fajardo', 'José Yepes', 'Susana Mayo']",['Francisco Rovira Beleta'],"['C.P. Cinematografica', 'Hidalgo A. Valasco']",['España-Francia-Italia'],['Drama'],[],0.0,0.0,Gina Lollobrigida
Tengamos la fiesta en paz,https://www.filmaffinity.com/es/film709093.html,Sí,4.7,158.0,2021-01-01,"['Carlos Aguillo', 'Teresa Ferrer', 'Mamen García', 'Eva Bravo', 'Ana Bravo', 'Juan Sánchez', 'Miguel Alejandro Serrano', 'Juan Manuel Cotelo']",['Juan Manuel Cotelo'],['INFINITO + 1'],[],"['Musical', 'Comedia', 'Cine familiar']",[],0.0,0.0,Carlos Aguillo
El país del miedo,https://www.filmaffinity.com/es/film903751.html,Sí,4.7,159.0,2015-01-01,"['José Luis García Pérez', 'Cristina Plazas', 'Eduardo Velasco', 'Marina Recio', 'Moisés Ortega', 'Olga Lozano', 'María Luisa Borruel', 'Esteban G. Ballesteros', 'Cristina Alarcón', 'José Antonio Lucía', 'Maite Vallecillo', 'Kiti Mánver']",['Francisco Espada'],['Tragaluz'],[],"['Drama', 'Thriller', 'Acoso escolar / Bullying', 'Adolescencia']","['2015: Festival de Málaga: Sección oficial largometrajes a concurso', '2015: Premios Goya: nominada a mejor canción']",0.0,0.0,José Luis García Pérez
Adiós con el corazón,https://www.filmaffinity.com/es/film935194.html,Sí,4.7,312.0,1999-01-01,"['Juan Luis Galiardo', 'Laura Ramos', 'Jesús Bonilla', 'Neus Asensi', 'Juan Echanove', 'María Luisa San José', 'Teresa Gimpera', 'Aurora Bautista', 'Ruth Núñez', 'Teté Delgado', 'Sergio Villanueva', 'Emilio Buale', 'Luis Pérezagua']",['José Luis García Sánchez'],"['Alta Films', 'Canal+ España', 'Antena 3 Televisión', 'Gaila', 'Galiardo Producciones']",[],['Comedia'],"['2000: Goya: Premio Mejor Actor (Juan Luis Galiardo)', '2000: Festival de Málaga: Mejor actor (Juan Luis Galiardo)', 'guión']",0.0,0.0,Juan Luis Galiardo
La reina anónima,https://www.filmaffinity.com/es/film607979.html,Sí,4.7,417.0,1992-01-01,"['Carmen Maura', 'Marisa Paredes', 'Juanjo Puigcorbé', 'Jesús Bonilla', 'Cristina Marcos', 'Pepa López', 'Kiti Mánver', 'Isabel Ruiz de la Prada', 'El Gran Wyoming', 'Nancho Novo']",['Gonzalo Suárez'],"['Ditirambo Films', 'Lolafilms']",[],"['Comedia', 'Fantástico']",['1992: Premios Goya: Nominada a Mejor diseño de vestuario'],0.0,0.0,Carmen Maura
Una rosa de Francia,https://www.filmaffinity.com/es/film961386.html,Sí,4.7,492.0,2005-01-01,"['Jorge Perugorría', 'Álex González', 'Broselianda Hernández', 'Ana de Armas', 'Roxana Montenegro', 'Yoraisi Gómez', 'Mariam Curbelo', 'Surejoys Amador']",['Manuel Gutiérrez Aragón'],"['Tornasol Films', 'ICAIC']",['España-Cuba'],['Drama'],[],0.0,0.0,Jorge Perugorría
Omnívoros,https://www.filmaffinity.com/es/film996571.html,Sí,4.7,701.0,2013-01-01,"['Mario de la Rosa', 'Fernando Albizu', 'Paco Manzanedo', 'Marta Flich', 'Celine Tyll', 'Rebeca Moreno', 'Ismael Fritschi']",['Óscar Rojo'],['No se encontró información de compañías'],[],['Terror'],[],0.0,0.0,Mario de la Rosa
El sueño de una noche de San Juan,https://www.filmaffinity.com/es/film175139.html,Sí,4.7,742.0,2005-01-01,['No se encontró información de reparto'],['Ángel de la Cruz'],"['Dygra Films S.L', 'Appia Filmes']",['España-Portugal'],"['Animación', 'Infantil', 'Fantástico']",['2005: Goya: Mejor película de animación'],0.0,0.0,No se encontró información de reparto
Bullying,https://www.filmaffinity.com/es/film391436.html,Sí,4.7,995.0,2009-01-01,"['Albert Carbó', 'Joan Carles Suau', 'Carlos Fuentes', 'Laura Conejero', 'Yohana Cobo', 'Montse Mostaza', 'Nadeska Abreo', 'Daniel Casadellá', 'Marisa Duaso']",['Josetxo San Mateo'],"['Els Quatre Gats Audiovisuals', 'Plot Films S.L']",[],"['Drama', 'Colegios & Universidad', 'Acoso escolar / Bullying']",[],0.0,0.0,Albert Carbó
Bajo la piel de lobo,https://www.filmaffinity.com/es/film206347.html,Sí,4.7,1824.0,2017-01-01,"['Mario Casas', 'Irene Escolar', 'Ruth Díaz', 'Quimet Pla', 'Josean Bengoetxea', 'Kandido Uranga']",['Samu Fuentes'],"['Nasa Producciones', 'Orreaga Filmak']",[],"['Drama', 'Vida rural', 'Drama romántico']",[],0.0,0.0,Mario Casas
Algunas chicas doblan las piernas cuando hablan,https://www.filmaffinity.com/es/film794698.html,Sí,4.6,391.0,2001-01-01,"['Fernando Ramallo', 'Paz Gómez', 'Roberto Hoyas', 'Lucía Napal', 'Esther Esparza', 'Aitor Merino', 'Vanessa Sáiz', 'Isidoro Fernández', 'Esther Uria', 'Anartz Zuazua']",['Ana Díez'],"['Igeldo Comunication SL', 'Impala SA']",[],"['Drama', 'Comedia', 'Romance', 'Adolescencia', 'Comedia dramática']",[],0.0,0.0,Fernando Ramallo
El año del diluvio,https://www.filmaffinity.com/es/film199895.html,Sí,4.6,480.0,2004-01-01,"['Fanny Ardant', 'Darío Grandinetti', 'Eloy Azorín', 'Ginés García Millán', 'Francis Lorenzo', 'Pepa López', 'Francesc Orella', 'Sandra De Falco', 'Rosa Novell', 'Miquel Gelabert', 'Fina Rius', 'Concha Redondo', 'Joan Berlanga']",['Jaime Chávarri'],"['Gonafilm', 'Oberón Cinematográfica', 'Kairos', 'Babe Film', 'Canal+', 'TVC', 'ICAA', 'ICIC']",['España-Francia-Italia'],"['Drama', 'Romance', 'Religión', 'Años 50']","['2004: Premios Goya: Nominada a Mejor guión adaptado', '2004: Festival de Málaga: Nominada a la Biznaga de Oro']",0.0,0.0,Fanny Ardant
El florido pensil,https://www.filmaffinity.com/es/film883089.html,Sí,4.6,1298.0,2002-01-01,"['Daniel Rubio', 'El Gran Wyoming', 'Fernando Guillén', 'Natalia Dicenta', 'Emilio Gutiérrez Caba', 'María Isbert', 'Chus Lampreave', 'Francis Lorenzo', 'Jorge Sanz', 'Ana Turpin', 'Jorge Grau', 'Ángel Blanco', 'David Sánchez del Rey']",['Juan José Porto'],['World Entertaiments'],[],"['Comedia', 'Infancia', 'Años 40']",[],0.0,0.0,Daniel Rubio
7 minutos,https://www.filmaffinity.com/es/film853035.html,Sí,4.6,2473.0,2009-01-01,"['Luis Callejo', 'Toni Acosta', 'Marta Etura', 'Antonio Garrido', 'Pilar Castro', 'Asier Etxeandia', 'Juan Manuel Cifuentes', 'Cristina Alcázar', 'Jorge de Juan', 'Tatiana Astengo']",['Daniela Féjerman'],"['Castafiore Films', 'Tornasol Films']",[],"['Romance', 'Comedia', 'Comedia romántica']",['2009: Festival de Málaga: Mejor actriz de reparto (Toni Acosta)'],0.0,0.0,Luis Callejo
Sweet Home,https://www.filmaffinity.com/es/film429342.html,Sí,4.6,2499.0,2015-01-01,"['Ingrid García Jonsson', 'Bruno Sevilla', 'Oriol Tarrida', 'Eduardo Lloveras', 'Miguel Ángel Alarcón', 'Luka Peros', 'José María Blanco', 'Mariona Perrier']",['Rafa Martínez'],"['Castelao Productions', 'Filmax', 'Film Produkcja']",[],"['Terror', 'Slasher']",[],0.0,0.0,Ingrid García Jonsson
Las chicas de la Cruz Roja,https://www.filmaffinity.com/es/film187839.html,Sí,4.6,2665.0,1958-01-01,"['Tony Leblanc', 'Concha Velasco', 'Mabel Karr', 'Arturo Fernández', 'Katia Loritz', 'Luz Márquez', 'Antonio Casal', 'Ricardo Zamora', 'Manuel Arbó', 'Pedro Porcel', 'Adrián Ortega', 'Milo Quesada', 'Raúl Cancio']",['Rafael J. Salvia'],['Asturias Films'],[],['Comedia'],[],0.0,0.0,Tony Leblanc
Murieron por encima de sus posibilidades,https://www.filmaffinity.com/es/film987970.html,Sí,4.6,2665.0,2014-01-01,"['Raúl Arévalo', 'Julián Villagrán', 'Imanol Arias', 'Bruno Bergonzini', 'Àlex Brendemühl', 'José Coronado', 'Eduard Fernández', 'Ariadna Gil', 'Bárbara Lennie', 'Sergi López', 'Carmen Machi', 'Ángela Molina', 'Àlex Monner']",['Isaki Lacuesta'],"['Versus Entertainment', 'Sentido Films']",[],"['Comedia', 'Comedia negra', 'Crisis económica 2008', 'Secuestros / Desapariciones', 'Sátira']",['2014: Festival de San Sebastián: Sección oficial de largometrajes (fuera de concurso)'],0.0,0.0,Raúl Arévalo
Blue Rai,https://www.filmaffinity.com/es/film705921.html,Sí,4.6,141.0,2017-01-01,"['Santi Bayón', 'Cristian Valencia', 'Vicky Luengo', 'Mireia Guilella', 'Biel Montoro', 'Josep Seguí', 'Betsy Túrnez', 'Pep Ambròs', 'Fina Dómenech', 'Ignasi Guasch', 'Ferran Lahoz', 'Julia Lara', 'Lluís Marqués']",['Pedro B. Abreu'],['ESCAC Films'],[],"['Acción', 'Comedia', 'Drama', 'Secuestros / Desapariciones']",[],0.0,0.0,Santi Bayón
Lo más importante de la vida es no haber muerto,https://www.filmaffinity.com/es/film435016.html,Sí,4.6,177.0,2010-01-01,"['Emilio Gutiérrez Caba', 'Merce Montala', 'Carles Arquimbau', 'Marián Aguilera', 'Albert Ausellé', 'Xavier Tor', 'Jordi Domènech', 'Francisco Nortes']",['Olivier Pictet'],"['OLPAMAdiversion Films', 'Freestudios']",['España-Suiza'],"['Drama', 'Comedia']",[],0.0,0.0,Emilio Gutiérrez Caba
Valentín,https://www.filmaffinity.com/es/film598314.html,Sí,4.6,178.0,2003-01-01,"['Lluís Homar', 'Iñaki Font', 'Armando del Río', 'Elisa Matilla', 'Jorge Bosch', 'Alberto San Juan', 'David Selvas', 'Oriana Bonet', 'Miguel García Borda', 'Lola Cardona', 'Roberto Álamo', 'Mercé Pons', 'Jaroslaw Bielski', 'Ana Pascual']",['Juan Luis Iborra'],['Cuarteto Producciones Cinematográficas'],[],"['Drama', 'Teatro']","['2003: Premios Goya: Nominada a Mejor música original', '2003: Festival de Málaga: Nominada a la Biznaga de Oro', '2002: Festival de Málaga. 1 nominación']",15000000.0,102836002.0,Lluís Homar
Los muertos van deprisa,https://www.filmaffinity.com/es/film757402.html,Sí,4.6,295.0,2009-01-01,"['Neus Asensi', 'Chete Lera', 'Manuel Manquiña', 'María Castro', 'Belén Constenla', 'Sergio Bermúdez', 'Xosé Manuel Olveira', 'Rosa Álvarez', 'Gonzalo Uriarte', 'Antonio Durán', 'Ernesto Chao']",['Ángel de la Cruz'],"['Artemática Producciones', 'Perro Verde Films', 'Resonancia Postproducción', 'Cinematógrafo Films']",[],['Comedia'],[],1885956.0,403547.0,Neus Asensi
El mal que hacen los hombres,https://www.filmaffinity.com/es/film391185.html,Sí,4.6,493.0,2015-01-01,"['Daniel Faraldo', 'Andrew Tarbet', 'Sergio Peris-Mencheta', 'Priscilla Delgado', 'José Sefami', 'Nikol Kollars', 'Marco Tulio Luna', 'Marco Román', 'Israel Zuñiga', 'Raul Espinosa', 'Pau Castro', 'Sara Barajas']",['Ramon Térmens'],['Segarra Films'],[],"['Thriller', 'Mafia', 'Secuestros / Desapariciones', 'Crimen', 'Drogas']",[],0.0,0.0,Daniel Faraldo
