Actor,Peliculas,Sexo
Alberto Nieto Ferrández,"['Campeones', 'Campeonex']",Hombre
Alberto Olmo,['El agua'],Hombre
Alberto Puig,['España otra vez'],Hombre
Alberto Rodríguez,['Enterrados'],Hombre
Alberto Rolán,['A estación violenta'],Hombre
Alberto Romea,"['Bienvenido, Míster Marshall', 'Los jueves, milagro', 'Historias de la radio', 'La calle sin sol', 'La guerra de Dios', 'Mi adorado Juan', 'Eloísa está debajo de un almendro', 'El fantasma y doña Juanita', 'Carmen, la de Triana', 'El señor Esteve', 'Mariona Rebull', 'Deliciosamente tontos', 'Viaje sin destino', 'La mies es mucha', 'Suspiros de España', 'Los hijos de la noche', 'Bambú', 'Lola la piconera', 'Alba de América', 'El 13-13']",Hombre
Alberto Ruiz Gallardón,['Holmes & Watson. Madrid Days'],Hombre
Alberto Ruschel,['Orgullo'],Hombre
Alberto San Juan,"['Mientras duermes', 'Alejandro y Ana: Lo que España no pudo ver del banquete de la boda de la hija del presidente', 'Airbag', 'Sentimental', 'Una pistola en cada mano', 'El otro lado de la cama', 'Bajo las estrellas', 'La isla interior', 'Horas de luz', 'Barcelona, noche de invierno', 'Ventajas de viajar en tren', 'El Rey', 'La vergüenza', 'Días de fútbol', 'Sobreviviré', 'Loco por ella', 'Las furias', 'El cuarto pasajero', 'Los lobos de Washington', 'Casual Day', 'Los dos lados de la cama', 'Insomnio', 'Gente en sitios', 'El test', 'Las ovejas no pierden el tren', 'Km. 0', 'Haz conmigo lo que quieras', 'Morirás en Chafarinas', 'Entre las piernas', 'Valentín', 'La ciudad de los prodigios', 'Cosa de brujas', 'El amor no es lo que era', 'Gente de mala calidad', 'La montaña rusa', 'Zapping', 'Días de cine', 'La mujer más fea del mundo', 'No dejaré que no me quieras', 'La ignorancia de la sangre']",Hombre
Alberto Trejo,"[""El último tren al rock'n'roll""]",Hombre
Alberto Velasco,['La mano invisible'],Hombre
Alberto de Mendoza,"['A hierro muere', 'Tapas', 'El secreto de Mónica', 'Pánico en el Transiberiano', 'Último deseo', 'Avisa a Curro Jiménez', 'La reina del Chantecler', 'La joven casada', 'Los guardiamarinas', 'Tú y yo somos tres', 'Chantaje a un torero', 'Una abuelita de antes de la guerra', 'Zorrita Martínez']",Hombre
Albino Graziani,"['La mansión de los muertos vivientes', 'La tumba de los muertos vivientes', 'Mil sexos tiene la noche']",Hombre
Alda Lozano,['Marisa en los bosques'],Mujer
Alden Knight,['Lejos de África'],Hombre
Aldo Bigatti,['Digan lo que digan'],Hombre
Aldo Fabrizi,['El maestro'],Hombre
Aldo Giuffrè,['No desearás la mujer del vecino'],Hombre
Aldo Maccione,['La camarera del Titanic'],Hombre
Aldo Sambrell,"['La noche de la ira', 'La loba y la paloma', 'El hombre de Río Malo', 'Goma-2', 'Sangre y arena', 'Killer Barbys', 'Aquí llega Condemor, el pecador de la pradera', 'Killer Barbys vs. Dracula']",Hombre
Aldo Sebastianelli,"['Un franco, 14 pesetas', '2 francos, 40 pesetas']",Hombre
Aldo Silvani,['Carne de horca'],Hombre
Alec Baldwin,['Torrente 5: Operación Eurovegas'],Hombre
Aleida Torrent,"['La paradoja de Antares', 'Hogar']",Mujer
Aleix Melé,['Los inocentes'],
Aleix Rengel,"['Katmandú, un espejo en el cielo', 'Jóvenes']",
Alejandra Cerquera,['Cuerpo abierto'],Mujer
Alejandra Grepi,"['El bosque animado', 'El rey pasmado', 'Dos mejor que uno', '¿Por qué lo llaman amor cuando quieren decir sexo?', 'Los autonómicos', 'Playboy en paro', 'Adulterio nacional']",Mujer
Alejandra Howard,"['La vampira de Barcelona', 'Bird Box Barcelona', 'El páramo']",Mujer
Alejandra Llorente,"['Princesas', 'Sicarivs: La noche y el silencio']",Mujer
Alejandra Lorenzo,['Carlitos y el campo de los sueños'],Mujer
Alejandra Meco,['Venus'],Mujer
Alejandra Montánchez,['Zhao'],Mujer
Alejandra Nilo,['Una vez al año ser hippy no hace daño'],Mujer
Alejandra Onieva,['Novatos'],Mujer
Alejandra Saba,['Cine Basura: La película'],Mujer
Alejandra Traspas,['Pájaros muertos'],Mujer
Alejandra Yu Pastor Pedreros,['La noche que mi madre mató a mi padre'],Mujer
Alejandrina Caro,['Porque te vi llorar'],Mujer
Alejandro Albarracin,"['Mi querida cofradía', 'Al final todos mueren']",Hombre
Alejandro Almeida,['La estrategia del pequinés'],Hombre
Alejandro Arestegui,['La cosecha'],Hombre
Alejandro Arroyo,['Poveda'],Hombre
Alejandro Astola,['Un mundo cuadrado'],Hombre
Alejandro Awada,['El bar'],Hombre
Alejandro Balaguero,['Salsa rosa'],Hombre
Alejandro Berdejo,"['Veneno que tú me dieras', 'Los obsexos']",Hombre
Alejandro Bordanove,"[""Jusqu'ici, tout va""]",Hombre
Alejandro Calva,['El elegido'],Hombre
Alejandro Cano,"['La línea recta', 'Me da igual', 'Año cero']",Hombre
Alejandro Carro,['Dhogs'],Hombre
Alejandro Casaseca,"['Incautos', '[•REC]²', 'Asedio', 'Lo contrario al amor', 'Salir del ropero']",Hombre
Alejandro Garrido,"['Escuchando a Gabriel', 'El síndrome de Svensson']",Hombre
Alejandro Ibáñez,['Urubú'],Hombre
Alejandro Jornet,"['Matar el tiempo', 'La hermandad', 'Intrusos en Manasés', 'Capitán Trueno y el Santo Grial']",Hombre
Alejandro Lewin,['Sueños y pan'],Hombre
Alejandro León,['Carmina y amén.'],Hombre
Alejandro López,['Carta de amor de un asesino'],Hombre
Alejandro López Port,['Volando voy'],Hombre
Alejandro Martínez,"['Pajarico', 'Manolito Gafotas', 'Bwana']",Hombre
Alejandro Mesa,['Descarrilados'],Hombre
Alejandro Naranjo,['Capitán Trueno y el Santo Grial'],Hombre
Alejandro Nolla,['El hombre que se quiso matar'],Hombre
Alejandro Pau,['Unicornios'],Hombre
Alejandro Serna,['Ópera prima'],Hombre
Alejandro Serrano,['El mejor verano de mi vida'],Hombre
Alejandro Sigüenza,['El palo'],Hombre
Alejandro Tejería,"['Negociador', 'Balada triste de trompeta', 'Rey Gitano']",Hombre
Alejandro Tojo,['Adosados'],Hombre
Alejandro Tous,"[""Spinnin'"", 'Estándar', 'Faraday', 'Carne cruda']",Hombre
Alejandro Ulloa,"['Clara es el precio', 'Abre tu fosa amigo... llega Sabata', 'Préstamela esta noche']",Hombre
Alejandro Velasco,['La última cena'],Hombre
Alejandro Zafra,"['Planta 4ª', '¿Y tú quién eres?']",Hombre
Alejandro de Enciso,"['Los pájaros de Baden-Baden', 'La próxima estación', 'La joven casada', 'Tío, ¿de verdad vienen de París?', 'Ni te cases ni te embarques']",Hombre
Alejandro del Río,['El asesino de muñecas'],Hombre
Alejo Oller,['Las largas vacaciones del 36'],Hombre
Alejo Sauras,"['La habitación de Fermat', 'El jugador de ajedrez', 'Bienvenido a casa', 'Café solo o con ellas', 'Sexykiller', 'La mujer de mi vida', 'Sólo química', 'Y decirte alguna estupidez, por ejemplo, te quiero', 'Caribe, todo incluido', 'H6, diario de un asesino', 'Diario de una becaria', 'Mentiras y gordas']",Hombre
Alejo del Peral,['Los cuervos'],Hombre
Aleksandar Seksan,['Maus'],Hombre
Ales Furundarena,['Plan de fuga'],
Aless Guibaja,['Re-emigrantes'],
Alessandra Panaro,['Pecado de amor'],Mujer
Alessandro Bressanello,['Veneciafrenia'],Hombre
Alessandro Fersen,"['Carne de horca', 'La ciudad perdida']",Hombre
Alessandro Gassman,['Huevos de oro'],Hombre
Alessandro Lecquio,"['Plauto, recuerdo distorsionado de un tonto eventual']",Hombre
Alessio Dema,['Nasciturus: El que va a nacer'],Hombre
Alessio Orano,['Experiencia prematrimonial'],Hombre
Alex Brull,['Palabras encadenadas'],Hombre
Alex Cansinos,['Ladrones'],Hombre
Alex Cox,"['Los crímenes de Oxford', 'Perdita Durango']",Hombre
Alex Etel,['Vivir para siempre'],Hombre
Alex Galimany,"['Mi soledad tiene alas', 'Natalie_Net']",Hombre
Alex Hafner,"['Proyecto Lázaro', 'Invasor', 'Extinction', 'A pesar de todo']",Hombre
Alex Larumbe,['Un Dios prohibido'],Hombre
Alex Losada,['Asombrosa Elisa'],Hombre
Alex Maruny,"['42 segundos', 'Barcelona, noche de invierno', 'Promoción fantasma', 'Año de Gracia', 'El club de los incomprendidos', 'Framed']",Hombre
Alex Merino,['Naufragio'],Hombre
Alex Nicol,['Brandy'],Hombre
Alex Pastrana,['La jefa'],Hombre
Alex Reid,['Arachnid'],Hombre
Alex Spijksma,['Silencio en la nieve'],Hombre
Alex Winter,['Grand Piano'],Hombre
Alexandra Ansidei,['Objetos'],Mujer
Alexandra Bastedo,"['La novia ensangrentada', 'Odio mi cuerpo', 'Estigma']",Mujer
Alexandra Chiscan,['Matando el tiempo'],Mujer
Alexandra Fran,['Un novio para Yasmina'],Mujer
Alexandra Jiménez,"['100 metros', 'Bajo terapia', 'Kiki, el amor se hace', 'Barcelona, noche de invierno', 'Requisitos para ser una persona normal', 'Vasil', 'Las distancias', 'Fuera de carta', 'Historias para no contar', 'No controles', 'Anacleto: Agente secreto', 'Promoción fantasma', 'Toc Toc', 'La fiesta', 'La ternura', 'Los miércoles no existen', 'Embarazados', 'Esto no es una cita', 'Gente que viene y bah', 'Superlópez', 'Nacida para ganar', 'Si yo fuera rico', 'Spanish Movie']",Mujer
Alexandra Lencastre,['Pasos de baile'],Mujer
Alexandra Masangkay,"['El hoyo', '1898. Los últimos de Filipinas', 'Código Emperador']",Mujer
Alexandra Mezcua,['Alpha'],Mujer
Alexandra Nicod Rickenbacher,['La suite nupcial'],Mujer
Alexandra Piñeiro,['María (y los demás)'],Mujer
Alexandra Prokhorova,['70 binladens'],Mujer
Alexandra Vandernoot,['Sabotage!!'],Mujer
Alexandra de la Mora,['3:19'],Mujer
Alexandre Blazy,['Un hombre de acción'],Hombre
Alexandru Stanciu,['La madre'],Hombre
Alexia Loreto,['El liguero mágico'],Mujer
Alexis Arquette,['Cosas que nunca te dije'],Hombre
Alexis Diaz,['Vientos de La Habana'],Hombre
Alexis Michalik,['La banda Picasso'],Hombre
Alexis Rodney,['Feedback'],Hombre
Alexis Valdés,"['Clara y Elena', '90 millas', 'El oro de Moscú', 'Un rey en La Habana', 'Tuno negro']",Hombre
Alexis de los Santos,['La lengua de las mariposas'],Hombre
Alexity,['García y García'],
Alfons Nieto,['42 segundos'],Hombre
Alfonso Agra,"['A Esmorga', 'La vida que te espera', 'El verano que vivimos', 'María Solinha', 'Ilegal', 'Días de boda']",Hombre
Alfonso Aragón 'Fofito',['Balada triste de trompeta'],Hombre
Alfonso Asenjo,['Chevrolet'],Hombre
Alfonso Bassave,"['Presentimientos', 'Dieta mediterránea', 'Te quiero, imbécil', 'Sin ti no puedo']",Hombre
Alfonso Bayard,['Lo bueno de llorar'],Hombre
Alfonso Begara,"['Camarón', 'El cónsul de Sodoma', 'La mula', 'Lola, la película']",Hombre
Alfonso Blanco,['Tarde para la ira'],Hombre
Alfonso Castizo,"['La larga noche de los bastones blancos', 'La miel', 'Comando Txikia (Muerte de un presidente)', 'Apocalipsis sexual']",Hombre
Alfonso Delgado,"['Lágrimas negras', 'La mula', 'El doble más quince', '13 exorcismos']",Hombre
Alfonso Desentre,"['Josefina', 'Últimas voluntades']",Hombre
Alfonso Dorbe,['Empusa'],Hombre
Alfonso Estela,"['Vida en sombras', 'Brigada criminal']",Hombre
Alfonso Godá,"['Calle Mayor', 'Nunca pasa nada', 'La ironía del dinero', 'Tres de la Cruz Roja', 'Es peligroso casarse a los 60', 'Chispita y sus gorilas']",Hombre
Alfonso Guirao,"['¡Ay, Carmela!', 'La blanca paloma']",Hombre
Alfonso Herrera,['El elegido'],Hombre
Alfonso Lara,"['Modelo 77', 'Contando ovejas', 'El corazón del guerrero', 'Proyecto Dos']",Hombre
Alfonso Lorenzo,['Torcidos'],Hombre
Alfonso Lusson,"['Éxtasis', 'Una estación de paso', 'Disparate nacional', 'Canción triste de...']",Hombre
Alfonso Martínez,['Acción mutante'],Hombre
Alfonso Mena,['Eres mi héroe'],Hombre
Alfonso Mendiguchia,['Amigo'],Hombre
Alfonso Muñoz,['Don Quintín el amargao'],Hombre
Alfonso Nadal,['Ni te cases ni te embarques'],Hombre
Alfonso Ortuño,"['Duerme, duerme, mi amor']",Hombre
Alfonso Pablo,['Justi&Cia'],Hombre
Alfonso Paso,"['Lola, espejo oscuro', 'Amor a la española']",Hombre
Alfonso Penabade,['La felicidad de los perros'],Hombre
Alfonso Rodríguez Ortigosa,['La Lola se va a los puertos'],Hombre
Alfonso Rojas,"['Fedra', 'Crimen de doble filo', 'El fenómeno', 'El callejón']",Hombre
Alfonso Sánchez,"['El mundo es nuestro', 'Grupo 7', 'Ocho apellidos vascos', 'El mundo es suyo', 'El mundo es vuestro', 'Ocho apellidos catalanes', 'Para toda la muerte', 'Todo es de color', 'Contigo no, bicho', '¡Ay, mi madre!']",Hombre
Alfonso Torregrosa,"['La vida mancha', 'Bajo las estrellas', 'Salto al vacío', 'Kalebegiak', 'Matar el tiempo', 'Castillos de cartón', 'La noche del ratón']",Hombre
Alfonso Valenzuela,"['El mundo es suyo', 'El mundo es vuestro']",Hombre
Alfonso Vallejo,"['Pídele cuentas al rey', 'Chevrolet', 'El mundo alrededor']",Hombre
Alfonso de Córdoba,"['La duquesa de Benamejí', 'Nobleza baturra']",Hombre
Alfonso de Vilallonga,['A los que aman'],Hombre
Alfonso de la Morena,['15 bajo la lona'],Hombre
Alfonso del Real,"['Morir... dormir... tal vez soñar', 'Mambrú se fue a la guerra', 'Ninette y un señor de Murcia', 'El hombre que se quiso matar', 'Don erre que erre', '¡Es mi hombre!', 'Todos al suelo', 'Muertos de risa', 'Sangre en el ruedo', 'Manuel y Clemente', 'Fuera de juego', 'Los liantes', 'El calzonazos', 'Las autonosuyas', 'Guapo heredero busca esposa', 'Sor Citroën', '¡Esto es un atraco!', 'La cera virgen', '¡Que vienen los socialistas!', 'Un curita cañón', 'Alcalde por elección', 'El apolítico', '¡Qué tía la C.I.A.!', 'Los chulos', 'Agítese antes de usarla', 'Dormir y ligar: todo es empezar', 'Una monja y un Don Juan', 'París bien vale una moza', 'La llamaban la madrina', 'Hijos de papá', 'Ésta que lo es...', 'El recomendado', 'El cura ya tiene hijo', 'La lozana andaluza', 'La casa de los Martínez', 'Los novios de mi mujer', 'El donante', 'El reprimido', 'Profesor eróticus', 'Pepito Piscinas', 'Esto sí se hace', 'Cuando Almanzor perdió el tambor', 'Pareja enloquecida busca madre de alquiler', 'Virilidad a la española', 'Le llamaban J.R.', 'Sevilla Connection']",Hombre
Alfred Lucchetti,['La verdad sobre el caso Savolta'],Hombre
Alfred Molina,['Mi vida sin mí'],Hombre
Alfredo Alaria,['Diferente'],Hombre
Alfredo Alba,['Una gota de sangre para morir amando'],Hombre
Alfredo Alcón,"['En la ciudad sin límites', 'Jandro']",Hombre
Alfredo Calles,['Juventud drogada'],Hombre
Alfredo Carbajo Villa,"['75 días', 'El fantasma de la sauna']",Hombre
Alfredo Castro,['Las consecuencias'],Hombre
Alfredo Di Stéfano,"['La batalla del domingo', 'Saeta rubia']",Hombre
Alfredo Garrido,['Morir... dormir... tal vez soñar'],Hombre
Alfredo Hurtado,['La Dolores'],Hombre
Alfredo Landa,"['Los santos inocentes', 'Atraco a las tres', 'El bosque animado', 'El crack', 'La vaquilla', 'El crack Dos', 'La luz prodigiosa', 'El puente', 'Las verdes praderas', 'La niña de luto', 'El río que nos lleva', 'Luz de domingo', 'Historia de un beso', 'Ninette y un señor de Murcia', 'Tata mía', 'Los paraísos perdidos', 'La marrana', 'Historias de la televisión', 'El puente de la paz', 'La ciudad no es para mí', 'Canción de cuna', '¡Biba la banda!', 'La próxima estación', 'El rey del río', 'Sinatra', 'Los que tocan el piano', 'Casi un caballero', 'La verbena de la Paloma', '¿Qué hacemos con los hijos?', 'Las viudas', '¡Vente a Alemania, Pepe!', 'De cuerpo presente', 'Bandera negra', 'Paco, el seguro', 'Nobleza baturra', 'Nuevo en esta plaza', 'Los subdesarrollados', 'Las que tienen que servir', 'Préstame quince días', 'No somos de piedra', 'Las autonosuyas', 'Jenaro, el de los 14', 'Cateto a babor', 'La decente', 'Crónica de nueve meses', 'Las Leandras', 'Guapo heredero busca esposa', '¡No firmes más letras, cielo!', 'Fin de semana al desnudo', '40 grados a la sombra', 'Hoy como ayer', 'Un curita cañón', '¡Por fin solos!', 'El alma se serena', 'Alcalde por elección', 'Amor a la española', 'Novios 68', 'No desearás al vecino del quinto', 'Un rolls para Hipólito', 'El arte de no casarse', 'La dinamita está servida', 'Manolo, la nuit', 'El oro de Moscú', 'Celedonio y yo somos así', 'Una vez al año ser hippy no hace daño', 'Cuatro noches de boda', 'Dormir y ligar: todo es empezar', 'El arte de casarse', 'Los pecados de una chica casi decente', 'Soltera y madre en la vida', 'Los guardiamarinas', 'París bien vale una moza', 'Vente a ligar al Oeste', 'El pecador impecable', 'Pero... ¿en qué país vivimos?', 'Pisito de solteras', 'Tío, ¿de verdad vienen de París?', 'Los novios de mi mujer', 'Mayordomo para todo', 'El reprimido', 'Las estrellas están verdes', 'No desearás la mujer del vecino', 'Los porretas', 'Simón, contamos contigo', 'Polvos mágicos', 'Profesor eróticus', 'Préstame tu mujer', 'Cuando el cuerno suena', 'El alcalde y la política', ""Historia de 'S'"", 'Aunque la hormona se vista de seda...', 'Aquí el que no corre, vuela']",Hombre
Alfredo Luchetti,"['Valentina. Crónica del alba. 1ª Parte', 'La plaza del Diamante', 'El aire de un crimen', 'La ciudad quemada', 'La telaraña', '1919. Crónica del alba. 2ª Parte', 'Mi general', 'Companys, proceso a Cataluña', 'La cripta', 'Miedo a salir de noche', 'Últimas tardes con Teresa', 'Furia española', 'La oscura historia de la prima Montse', 'El periscopio', 'Asalto al Banco Central', 'Perras callejeras', 'Las aventuras de Zipi y Zape']",Hombre
Alfredo Mayo,"['La caza', 'Patrimonio nacional', 'Peppermint Frappé', 'El bosque del lobo', 'Don Lucio y el hermano Pío', 'Los desafíos', 'Séptima página', 'El marqués de Salamanca', 'Proceso a Jesús', 'Los gallos de la madrugada', 'El maestro', 'La campana del infierno', 'Malvaloca', 'Con uñas y dientes', 'El alcalde de Zalamea', 'Deliciosamente tontos', 'Bearn o la sala de las muñecas', 'El frente de los suspiros', 'La leona de Castilla', 'La leyenda del tambor', 'Los restos del naufragio', 'Marianela', 'Teresa de Jesús', 'El camino de Babel', 'Avisa a Curro Jiménez', 'Estoy hecho un chaval', 'El último cuplé', 'Una muchachita de Valladolid', 'Vera, un cuento cruel', 'Vida conyugal sana', 'El santuario no se rinde', 'Los cántabros', '15 bajo la lona', 'El apolítico', '¡Harka!', '¡A mí la legión!', 'Los guerrilleros', 'Cristóbal Colón, de oficio... descubridor', 'Los caballeros del botón de ancla', 'Raza (AKA El espíritu de una raza)', 'El secreto de Tomy', 'El Cid cabreador']",Hombre
Alfredo Mañas,['Del amor y otras soledades'],Hombre
Alfredo Pea,['La verdad sobre el caso Savolta'],Hombre
Alfredo Santacruz,"['Adiós, cigüeña, adiós']",Hombre
Alfredo Silva,['No controles'],Hombre
Alfredo Villa,"['Salto al vacío', 'Asfalto', 'El aviso', 'Pasajes', 'A golpes', 'A ciegas', 'Dagon: la secta del mar', 'Muere, mi vida']",Hombre
Alfredo Zamora,['Últimas voluntades'],Hombre
Algis Arlauskas,['El hoyo'],Hombre
Alibe Parsons,['Tarzán en las minas del rey Salomón'],
Alice Arno,['Al otro lado del espejo'],Mujer
Alice Cooper,['Leviatán'],Mujer
Alice Reinheart,['Pánico en el Transiberiano'],Mujer
Alicia Agut,"['El bosque animado', 'Amantes', 'El Lute: Camina o revienta', 'La flor de mi secreto', 'La voz de su amo', 'Malena es un nombre de tango', 'La gran vida', 'Intruso', 'Cómo ser infeliz y disfrutarlo', 'I Love You Baby']",Mujer
Alicia Altabella,"['Novio a la vista', 'La corrupción de Chris Miller', 'El otro árbol de Guernica', 'Fuera de juego']",Mujer
Alicia Bogo,"['Lejos de África', 'El seductor', 'La mirada del otro']",Mujer
Alicia Borrachero,"['Vidas pequeñas', 'La piel del tambor', 'La lengua asesina']",Mujer
Alicia Bustamante,['Un rey en La Habana'],Mujer
Alicia Ciero,"['Contigo no, bicho']",Mujer
Alicia Cifredo,"['Horas de luz', 'Los lobos de Washington', 'Niño nadie', 'Zapping']",Mujer
Alicia Duncan,['Digan lo que digan'],Mujer
Alicia Fernández,"['La habitación de Fermat', 'Amigos...', 'Yucatán', 'El invierno de las anjanas', 'Descarrilados']",Mujer
Alicia González,"['El cristo de los faroles', 'Serpiente de mar']",Mujer
Alicia Hermida,"['El bosque animado', 'Las bicicletas son para el verano', 'Gary Cooper, que estás en los cielos...', 'Justino, un asesino de la tercera edad', 'Dulces horas', 'Malena es un nombre de tango', 'El deseo de ser piel roja', 'Camino del Rocío']",Mujer
Alicia Mohino,"['Cuando todo esté en orden', 'Arena en los bolsillos', 'Manos de seda']",Mujer
Alicia Montesquiu,['Maniac tales. Relatos inquietantes'],Mujer
Alicia Moro,"['Tata mía', 'Huevos de oro', 'Al filo del hacha']",Mujer
Alicia Moruno,['Te estoy amando locamente'],Mujer
Alicia Muxo,['El vasco'],Mujer
Alicia Orozco,"['Descongélate', 'Viaje al más allá', 'Pau y su hermano', 'La orgía', 'Los violadores del amanecer']",Mujer
Alicia Palacios,"['El batallón de las sombras', 'La luna vale un millón']",Mujer
Alicia Príncipe,"['Mil sexos tiene la noche', 'Bragas calientes']",Mujer
Alicia Rodríguez,"['Los europeos', 'Por los pelos']",Mujer
Alicia Romay,"['Muerte de un ciclista', 'La vida en un hilo', 'La aldea maldita', 'Botón de ancla']",Mujer
